idsow,order_no,operation_no,ssbr_id,part_number,part_name,model,customer,location,wct_group,workcenter,operationtext,workcenterdescription,planhours,systemstatus,confirmation,status,finish_date,codenumber,weight,created_by,type,group,category,remark,sync,plan_start,plan_finish,actual_start,actual_finish,actual_progress,actual_hours
429563,1000087190,20,SDFP-48,,Carrier Differential,,PT. Sanggar Sarana Baja,Site Sebamban,WM3,M5153WM3,Weld crack on web area,,4,,,,,1.00009E+11,,,,1,,,,,,,,,
429562,1000087190,17,SDFP-48,,Carrier Differential,,PT. Sanggar Sarana Baja,Site Sebamban,WM3,M5153WM3,Remove Cracks,,1,,,,,1.00009E+11,,,,1,,,,,,,,,
516204,1000122474,30,SHCG-443,110-8476,Head Ripper Tilt Cylinder RH,980H,PT. Madhani Talatah Nusantara,Site WEST PIT,QC2,M5153QC2,Post inspect,,1,,,,,1.00012E+11,0,,,1,,,,,,,,,
448941,1000095828,170,SFRM-315,,Repair And Extension Bucket,,PT. Cipta Kridatama,Site BIB,QC2,M5153QC2,Inspection,,4,,,,,1.0001E+12,,,,1,,,,,,,,,
429564,1000087190,25,SDFP-48,,Carrier Differential,,PT. Sanggar Sarana Baja,Site Sebamban,WM3,M5153WM3,Weld freetings at retainer surface area,,1,,,,,1.00009E+11,,,,1,,,,,,,,,
429573,1000087190,61,SDFP-48,,Carrier Differential,,PT. Sanggar Sarana Baja,Site Sebamban,VTL,M5153VTL,Strip flange face contact,,2,,,,,1.00009E+11,,,,1,,,,,,,,,
429572,1000087190,60,SDFP-48,,Carrier Differential,,PT. Sanggar Sarana Baja,Site Sebamban,VTL,M5153VTL,Strip ID Bearing Seat 3,,2,,,,,1.00009E+11,,,,1,,,,,,,,,
429565,1000087190,27,SDFP-48,,Carrier Differential,,PT. Sanggar Sarana Baja,Site Sebamban,WM3,M5153WM3,Check Cracks,,1,,,,,1.00009E+11,,,,1,,,,,,,,,
429571,1000087190,59,SDFP-48,,Carrier Differential,,PT. Sanggar Sarana Baja,Site Sebamban,HB,M5153CLT,Setting before machine,,1,,,,,1.00009E+11,,,,1,,,,,,,,,
445222,1000095010,80,SDFP-48,,Carrier Differential,,PT. Sanggar Sarana Baja,Site Sebamban,MTS,M5153MTS,Metal Spray ID Bearing Seat 2,,6,,,,,1.0001E+11,,,,2,,,,,,,,,
516205,1000122475,20,SHCG-443,110-8476,Rod Ripper Tilt Cylinder RH,980H,PT. Madhani Talatah Nusantara,Site WEST PIT,HCP1,M5153CP1,Dechrome process OD ,,2,,,,,1.00012E+11,0,,,2,,,,,,,,,
516207,1000122475,40,SHCG-443,110-8476,Rod Ripper Tilt Cylinder RH,980H,PT. Madhani Talatah Nusantara,Site WEST PIT,WM1,M5153WM1,Welding ID Eye,,3,,,,,1.00012E+11,0,,,2,,,,,,,,,
516208,1000122475,50,SHCG-443,110-8476,Rod Ripper Tilt Cylinder RH,980H,PT. Madhani Talatah Nusantara,Site WEST PIT,WM2,M5153WM2,Tig Welding OD,,1,,,,,1.00012E+11,0,,,2,,,,,,,,,
516209,1000122475,60,SHCG-443,110-8476,Rod Ripper Tilt Cylinder RH,980H,PT. Madhani Talatah Nusantara,Site WEST PIT,MGN1,M5153COR,Skim OD ex repair weld dent,,4,,,,,1.00012E+11,0,,,2,,,,,,,,,
516210,1000122475,70,SHCG-443,110-8476,Rod Ripper Tilt Cylinder RH,980H,PT. Madhani Talatah Nusantara,Site WEST PIT,HB,M5153CLT,Machining ID eye,,4,,,,,1.00012E+11,0,,,2,,,,,,,,,
516211,1000122475,80,SHCG-443,110-8476,Rod Ripper Tilt Cylinder RH,980H,PT. Madhani Talatah Nusantara,Site WEST PIT,POL1,M5153PL1,Pre polish OD rod prior to chrome,,4,,,,,1.00012E+11,0,,,2,,,,,,,,,
516212,1000122475,90,SHCG-443,110-8476,Rod Ripper Tilt Cylinder RH,980H,PT. Madhani Talatah Nusantara,Site WEST PIT,HCP2,M5153CP2,Hardchrome OD Rod,,4,,,,,1.00012E+11,0,,,2,,,,,,,,,
516214,1000122475,110,SHCG-443,110-8476,Rod Ripper Tilt Cylinder RH,980H,PT. Madhani Talatah Nusantara,Site WEST PIT,HDR,M5153HDR,Handressing,,2,,,,,1.00012E+12,0,,,2,,,,,,,,,
516215,1000122475,120,SHCG-443,110-8476,Rod Ripper Tilt Cylinder RH,980H,PT. Madhani Talatah Nusantara,Site WEST PIT,QC2,M5153QC2,Final Inspection,,1,,,,,1.00012E+12,0,,,2,,,,,,,,,
516206,1000122475,30,SHCG-443,110-8476,Rod Ripper Tilt Cylinder RH,980H,PT. Madhani Talatah Nusantara,Site WEST PIT,HB,M5153CLT,Striping ID Eye,,1,,,FINISH,12/26/2025,1.00012E+11,0,,,2,,,,,,,,,
434519,1000090485,300,SDFP-49,,Axle Front Motor Grader,,PT. Cipta Kridatama,Site BMB,WM3,M5153WM3,Weld ID Hole Hinge Bar As,,4,,,,,1.00009E+12,,,,1,,,,,,,,,
516213,1000122475,100,SHCG-443,110-8476,Rod Ripper Tilt Cylinder RH,980H,PT. Madhani Talatah Nusantara,Site WEST PIT,POL2,M5153PL2,Final Polish OD rod,,4,,,FINISH,12/30/2025,1.00012E+12,0,,,2,,,,,,,,,
445216,1000095010,40,SDFP-48,,Carrier Differential,,PT. Sanggar Sarana Baja,Site Sebamban,HB,M5153CLT,Strip ID Bearing seat 1,,1.5,,,,,1.0001E+11,,,,2,,,,,,,,,
445203,1000095010,6,SDFP-48,,Carrier Differential,,PT. Sanggar Sarana Baja,Site Sebamban,DIS,M5153DIS,Remove bearing,,1,,,,,10000950106,,,,2,,,,,,,,,
445209,1000095010,17,SDFP-48,,Carrier Differential,,PT. Sanggar Sarana Baja,Site Sebamban,WM3,M5153WM3,Remove Cracks,,1,,,,,1.0001E+11,,,,2,,,,,,,,,
445210,1000095010,20,SDFP-48,,Carrier Differential,,PT. Sanggar Sarana Baja,Site Sebamban,WM3,M5153WM3,Weld crack on web area,,4,,,,,1.0001E+11,,,,2,,,,,,,,,
445211,1000095010,25,SDFP-48,,Carrier Differential,,PT. Sanggar Sarana Baja,Site Sebamban,WM3,M5153WM3,Weld freetings at retainer surface area,,1,,,,,1.0001E+11,,,,2,,,,,,,,,
445212,1000095010,27,SDFP-48,,Carrier Differential,,PT. Sanggar Sarana Baja,Site Sebamban,WM3,M5153WM3,Check Cracks,,1,,,,,1.0001E+11,,,,2,,,,,,,,,
445213,1000095010,30,SDFP-48,,Carrier Differential,,PT. Sanggar Sarana Baja,Site Sebamban,VTL,M5153VTL,Skim freetings at retainer surface area,,2,,,,,1.0001E+11,,,,2,,,,,,,,,
445214,1000095010,37,SDFP-48,,Carrier Differential,,PT. Sanggar Sarana Baja,Site Sebamban,ASY,M5153ASY,Install Cap Bearing 1,,1,,,,,1.0001E+11,,,,2,,,,,,,,,
445215,1000095010,38,SDFP-48,,Carrier Differential,,PT. Sanggar Sarana Baja,Site Sebamban,ASY,M5153ASY,Install Cap Bearing 2,,1,,,,,1.0001E+11,,,,2,,,,,,,,,
445217,1000095010,50,SDFP-48,,Carrier Differential,,PT. Sanggar Sarana Baja,Site Sebamban,HB,M5153CLT,Strip ID Bearing Seat 2,,1.5,,,,,1.0001E+11,,,,2,,,,,,,,,
445218,1000095010,59,SDFP-48,,Carrier Differential,,PT. Sanggar Sarana Baja,Site Sebamban,HB,M5153CLT,Setting before machine,,1,,,,,1.0001E+11,,,,2,,,,,,,,,
445219,1000095010,60,SDFP-48,,Carrier Differential,,PT. Sanggar Sarana Baja,Site Sebamban,VTL,M5153VTL,Strip ID Bearing Seat 3,,2,,,,,1.0001E+11,,,,2,,,,,,,,,
449744,1000096095,80,SFRM-325,575-7136,Linkage As Bearing,,PT.  Cipta Kridatama,Site BMB,HB,M5153CLT,Strip ID eye A,,2,,,,,1.0001E+11,,,,1,,,,,,,,,
516216,1000122473,20,SHCG-443,110-8476,Piston Ripper Tilt Cylinder RH,980H,PT. Madhani Talatah Nusantara,Site WEST PIT,HDR,M5153HDR,Handressing,,1,,,,,1.00012E+11,0,,,3,,,,,,,,,
516217,1000122473,30,SHCG-443,110-8476,Piston Ripper Tilt Cylinder RH,980H,PT. Madhani Talatah Nusantara,Site WEST PIT,QC2,M5153QC2,Post inspect,,1,,,,,1.00012E+11,0,,,3,,,,,,,,,
445220,1000095010,61,SDFP-48,,Carrier Differential,,PT. Sanggar Sarana Baja,Site Sebamban,VTL,M5153VTL,Strip flange face contact,,2,,,,,1.0001E+11,,,,2,,,,,,,,,
445221,1000095010,70,SDFP-48,,Carrier Differential,,PT. Sanggar Sarana Baja,Site Sebamban,MTS,M5153MTS,Metal Spray ID Bearing seat 1,,6,,,,,1.0001E+11,,,,2,,,,,,,,,
445223,1000095010,90,SDFP-48,,Carrier Differential,,PT. Sanggar Sarana Baja,Site Sebamban,MTS,M5153MTS,Metal Spray Bearing Seat 3,,4,,,,,1.0001E+11,,,,2,,,,,,,,,
445224,1000095010,91,SDFP-48,,Carrier Differential,,PT. Sanggar Sarana Baja,Site Sebamban,MTS,M5153MTS,Metal Spray flange face contact,,4,,,,,1.0001E+11,,,,2,,,,,,,,,
445225,1000095010,100,SDFP-48,,Carrier Differential,,PT. Sanggar Sarana Baja,Site Sebamban,HB,M5153CLT,Machining remove excessive spray material,,6,,,,,1.0001E+12,,,,2,,,,,,,,,
445226,1000095010,107,SDFP-48,,Carrier Differential,,PT. Sanggar Sarana Baja,Site Sebamban,ASY,M5153ASY,Reinstall Cap Bearing 1,,1,,,,,1.0001E+12,,,,2,,,,,,,,,
445227,1000095010,108,SDFP-48,,Carrier Differential,,PT. Sanggar Sarana Baja,Site Sebamban,ASY,M5153ASY,Reinstall Cap Bearing 2,,1,,,,,1.0001E+12,,,,2,,,,,,,,,
445228,1000095010,110,SDFP-48,,Carrier Differential,,PT. Sanggar Sarana Baja,Site Sebamban,HB,M5153CLT,Machining Bearing Seat 1,,6,,,,,1.0001E+12,,,,2,,,,,,,,,
445229,1000095010,120,SDFP-48,,Carrier Differential,,PT. Sanggar Sarana Baja,Site Sebamban,HB,M5153CLT,Machining Bearing Seat 2,,6,,,,,1.0001E+12,,,,2,,,,,,,,,
445230,1000095010,130,SDFP-48,,Carrier Differential,,PT. Sanggar Sarana Baja,Site Sebamban,HB,M5153CLT,Machining Bearing Seat 3,,4,,,,,1.0001E+12,,,,2,,,,,,,,,
445231,1000095010,131,SDFP-48,,Carrier Differential,,PT. Sanggar Sarana Baja,Site Sebamban,HB,M5153CLT,Machining flange face contact,,4,,,,,1.0001E+12,,,,2,,,,,,,,,
445232,1000095010,135,SDFP-48,,Carrier Differential,,PT. Sanggar Sarana Baja,Site Sebamban,HB,M5153CLT,Skim stoper bearing seat ,,2,,,,,1.0001E+12,,,,2,,,,,,,,,
445233,1000095010,140,SDFP-48,,Carrier Differential,,PT. Sanggar Sarana Baja,Site Sebamban,HB,M5153CLT,Inspection Check Alignment and Perpendicular,,4,,,,,1.0001E+12,,,,2,,,,,,,,,
445234,1000095010,150,SDFP-48,,Carrier Differential,,PT. Sanggar Sarana Baja,Site Sebamban,HDR,M5153HDR,Deburr after machining process,,1,,,,,1.0001E+12,,,,2,,,,,,,,,
445235,1000095010,160,SDFP-48,,Carrier Differential,,PT. Sanggar Sarana Baja,Site Sebamban,QC2,M5153QC2,Final Inspection,,1,,,,,1.0001E+12,,,,2,,,,,,,,,
434514,1000090485,250,SDFP-49,,Axle Front Motor Grader,,PT. Cipta Kridatama,Site BMB,WM3,M5153WM3,Weld Face Bore Arm LH,,4,,,,,1.00009E+12,,,,1,,,,,,,,,
434493,1000090485,40,SDFP-49,,Axle Front Motor Grader,,PT. Cipta Kridatama,Site BMB,WM3,M5153WM3,Weld joint bosses,,2,,,,,1.00009E+11,,,,1,,,,,,,,,
434520,1000090485,310,SDFP-49,,Axle Front Motor Grader,,PT. Cipta Kridatama,Site BMB,HB,M5153CLT,Machining ID Bore Frame Contact,,10,,,,,1.00009E+12,,,,1,,,,,,,,,
516218,1000122476,20,SHCG-443,110-8476,Housing Ripper Tilt Cylinder RH,980H,PT. Madhani Talatah Nusantara,Site WEST PIT,HB,M5153CLT,Strip ID eye,,1,,,,,1.00012E+11,0,,,4,,,,,,,,,
434511,1000090485,220,SDFP-49,,Axle Front Motor Grader,,PT. Cipta Kridatama,Site BMB,WM3,M5153WM3,Weld ID Bore Arm RH,,4,,,,,1.00009E+12,,,,1,,,,,,,,,
516219,1000122476,30,SHCG-443,110-8476,Housing Ripper Tilt Cylinder RH,980H,PT. Madhani Talatah Nusantara,Site WEST PIT,WM1,M5153WM1,Welding ID eye,,4,,,,,1.00012E+11,0,,,4,,,,,,,,,
516220,1000122476,40,SHCG-443,110-8476,Housing Ripper Tilt Cylinder RH,980H,PT. Madhani Talatah Nusantara,Site WEST PIT,HB,M5153CLT,Machining ID eye,,4,,,,,1.00012E+11,0,,,4,,,,,,,,,
516221,1000122476,50,SHCG-443,110-8476,Housing Ripper Tilt Cylinder RH,980H,PT. Madhani Talatah Nusantara,Site WEST PIT,HM,M5153HM1,Honing ID housing,,4,,,,,1.00012E+11,0,,,4,,,,,,,,,
516222,1000122476,60,SHCG-443,110-8476,Housing Ripper Tilt Cylinder RH,980H,PT. Madhani Talatah Nusantara,Site WEST PIT,HDR,M5153HDR,Handressing,,2,,,,,1.00012E+11,0,,,4,,,,,,,,,
516223,1000122476,70,SHCG-443,110-8476,Housing Ripper Tilt Cylinder RH,980H,PT. Madhani Talatah Nusantara,Site WEST PIT,QC2,M5153QC2,Final Inspection,,1,,,,,1.00012E+11,0,,,4,,,,,,,,,
516224,1000122469,20,SHCG-444,110-8476,Head Ripper Tilt Cylinder RH,980H,PT. Madhani Talatah Nusantara,Site WEST PIT,HDR,M5153HDR,Handressing,,1,,,,,1.00012E+11,0,,,1,,,,,,,,,
516225,1000122469,30,SHCG-444,110-8476,Head Ripper Tilt Cylinder RH,980H,PT. Madhani Talatah Nusantara,Site WEST PIT,QC2,M5153QC2,Post inspect,,1,,,,,1.00012E+11,0,,,1,,,,,,,,,
434510,1000090485,210,SDFP-49,,Axle Front Motor Grader,,PT. Cipta Kridatama,Site BMB,WM3,M5153WM3,Weld Face Bore Frame Contact,,4,,,,,1.00009E+12,,,,1,,,,,,,,,
434512,1000090485,230,SDFP-49,,Axle Front Motor Grader,,PT. Cipta Kridatama,Site BMB,WM3,M5153WM3,Weld Face Bore Arm RH,,4,,,,,1.00009E+12,,,,1,,,,,,,,,
434491,1000090485,20,SDFP-49,,Axle Front Motor Grader,,PT. Cipta Kridatama,Site BMB,DIS,M5153DIS,Remove damage bosses,,1,,,,,1.00009E+11,,,,1,,,,,,,,,
434490,1000090485,10,SDFP-49,,Axle Front Motor Grader,,PT. Cipta Kridatama,Site BMB,DIS,M5153DIS,Remove Bearing,,4,,,,,1.00009E+11,,,,1,,,,,,,,,
434523,1000090485,340,SDFP-49,,Axle Front Motor Grader,,PT. Cipta Kridatama,Site BMB,HB,M5153CLT,Machining ID Bore Steering,,8,,,,,1.00009E+12,,,,1,,,,,,,,,
434524,1000090485,350,SDFP-49,,Axle Front Motor Grader,,PT. Cipta Kridatama,Site BMB,HB,M5153CLT,Machining ID Bore Wheel Lean,,8,,,,,1.00009E+12,,,,1,,,,,,,,,
434522,1000090485,330,SDFP-49,,Axle Front Motor Grader,,PT. Cipta Kridatama,Site BMB,HB,M5153CLT,Machining ID Bore Arm LH,,10,,,,,1.00009E+12,,,,1,,,,,,,,,
434525,1000090485,360,SDFP-49,,Axle Front Motor Grader,,PT. Cipta Kridatama,Site BMB,HB,M5153CLT,Machining ID Hole Hinge Bar As,,4,,,,,1.00009E+12,,,,1,,,,,,,,,
434529,1000090485,400,SDFP-49,,Axle Front Motor Grader,,PT. Cipta Kridatama,Site BMB,QC2,M5153QC2,Final Inspection,,1,,,,,1.00009E+12,,,,1,,,,,,,,,
434521,1000090485,320,SDFP-49,,Axle Front Motor Grader,,PT. Cipta Kridatama,Site BMB,HB,M5153CLT,Machining ID Bore Arm RH,,10,,,,,1.00009E+12,,,,1,,,,,,,,,
434526,1000090485,370,SDFP-49,,Axle Front Motor Grader,,PT. Cipta Kridatama,Site BMB,HDR,M5153HDR,Drill grease holes,,2,,,,,1.00009E+12,,,,1,,,,,,,,,
434527,1000090485,380,SDFP-49,,Axle Front Motor Grader,,PT. Cipta Kridatama,Site BMB,HDR,M5153HDR,Retap thread holes,,2,,,,,1.00009E+12,,,,1,,,,,,,,,
434509,1000090485,200,SDFP-49,,Axle Front Motor Grader,,PT. Cipta Kridatama,Site BMB,WM3,M5153WM3,Weld ID Bore Frame Contact,,4,,,,,1.00009E+12,,,,1,,,,,,,,,
434508,1000090485,190,SDFP-49,,Axle Front Motor Grader,,PT. Cipta Kridatama,Site BMB,HB,M5153CLT,Striping ID Hole Hinge Bar As,,1,,,,,1.00009E+12,,,,1,,,,,,,,,
434507,1000090485,180,SDFP-49,,Axle Front Motor Grader,,PT. Cipta Kridatama,Site BMB,HB,M5153CLT,Striping ID Bore Wheel Lean,,1,,,,,1.00009E+12,,,,1,,,,,,,,,
434506,1000090485,170,SDFP-49,,Axle Front Motor Grader,,PT. Cipta Kridatama,Site BMB,HB,M5153CLT,Striping ID Bore Steering,,2,,,,,1.00009E+12,,,,1,,,,,,,,,
434505,1000090485,160,SDFP-49,,Axle Front Motor Grader,,PT. Cipta Kridatama,Site BMB,HB,M5153CLT,Striping ID Bore Arm LH,,1,,,,,1.00009E+12,,,,1,,,,,,,,,
434504,1000090485,150,SDFP-49,,Axle Front Motor Grader,,PT. Cipta Kridatama,Site BMB,HB,M5153CLT,Striping ID Bore Arm RH,,1,,,,,1.00009E+12,,,,1,,,,,,,,,
434503,1000090485,140,SDFP-49,,Axle Front Motor Grader,,PT. Cipta Kridatama,Site BMB,HB,M5153CLT,Striping ID Bore Frame Contact,,1,,,,,1.00009E+12,,,,1,,,,,,,,,
434502,1000090485,130,SDFP-49,,Axle Front Motor Grader,,PT. Cipta Kridatama,Site BMB,HB,M5153CLT,Drill & Tap New Threads Hole,,5,,,,,1.00009E+12,,,,1,,,,,,,,,
434501,1000090485,120,SDFP-49,,Axle Front Motor Grader,,PT. Cipta Kridatama,Site BMB,WM3,M5153WM3,Flood weld striped Threads hole,,5,,,,,1.00009E+12,,,,1,,,,,,,,,
434500,1000090485,110,SDFP-49,,Axle Front Motor Grader,,PT. Cipta Kridatama,Site BMB,HB,M5153CLT,Strip Broken Threads hole ,,2.5,,,,,1.00009E+12,,,,1,,,,,,,,,
434499,1000090485,100,SDFP-49,,Axle Front Motor Grader,,PT. Cipta Kridatama,Site BMB,WM3,M5153WM3,Remove  Broken Bolt,,1,,,,,1.00009E+12,,,,1,,,,,,,,,
434498,1000090485,90,SDFP-49,,Axle Front Motor Grader,,PT. Cipta Kridatama,Site BMB,WM3,M5153WM3,Remove  Plug,,1,,,,,1.00009E+11,,,,1,,,,,,,,,
434497,1000090485,80,SDFP-49,,Axle Front Motor Grader,,PT. Cipta Kridatama,Site BMB,WM3,M5153WM3,Weld Broken Mounting,,4,,,,,1.00009E+11,,,,1,,,,,,,,,
434496,1000090485,70,SDFP-49,,Axle Front Motor Grader,,PT. Cipta Kridatama,Site BMB,WM3,M5153WM3,Weld worn out area,,4,,,,,1.00009E+11,,,,1,,,,,,,,,
434495,1000090485,60,SDFP-49,,Axle Front Motor Grader,,PT. Cipta Kridatama,Site BMB,WM3,M5153WM3,Weld Crack Area,,24,,,,,1.00009E+11,,,,1,,,,,,,,,
434494,1000090485,50,SDFP-49,,Axle Front Motor Grader,,PT. Cipta Kridatama,Site BMB,WM3,M5153WM3,Remove Crack,,8,,,,,1.00009E+11,,,,1,,,,,,,,,
434518,1000090485,290,SDFP-49,,Axle Front Motor Grader,,PT. Cipta Kridatama,Site BMB,WM3,M5153WM3,Weld Face Bore Wheel Lean,,4,,,,,1.00009E+12,,,,1,,,,,,,,,
434517,1000090485,280,SDFP-49,,Axle Front Motor Grader,,PT. Cipta Kridatama,Site BMB,WM3,M5153WM3,Weld ID Bore Wheel Lean,,4,,,,,1.00009E+12,,,,1,,,,,,,,,
434516,1000090485,270,SDFP-49,,Axle Front Motor Grader,,PT. Cipta Kridatama,Site BMB,WM3,M5153WM3,Weld Face Bore Steering,,4,,,,,1.00009E+12,,,,1,,,,,,,,,
516226,1000122471,20,SHCG-444,110-8476,Housing Ripper Tilt Cylinder RH,980H,PT. Madhani Talatah Nusantara,Site WEST PIT,HB,M5153CLT,Strip ID eye,,1,,,,,1.00012E+11,0,,,2,,,,,,,,,
434515,1000090485,260,SDFP-49,,Axle Front Motor Grader,,PT. Cipta Kridatama,Site BMB,WM3,M5153WM3,Weld ID Bore Steering,,4,,,,,1.00009E+12,,,,1,,,,,,,,,
434513,1000090485,240,SDFP-49,,Axle Front Motor Grader,,PT. Cipta Kridatama,Site BMB,WM3,M5153WM3,Weld ID Bore Arm LH,,4,,,,,1.00009E+12,,,,1,,,,,,,,,
434492,1000090485,30,SDFP-49,,Axle Front Motor Grader,,PT. Cipta Kridatama,Site BMB,WM3,M5153WM3,Order bosses,,0,,,,,1.00009E+11,,,,1,,,,,,,,,
435239,1000091120,330,SDFP-49,,Arm As Rh Motor Grader,,PT. Cipta Kridatama,Site BMB,SYG,M5153COR,Machining Sleeve,,4,,,,,1.00009E+12,,,,2,,,,,,,,,
435242,1000091120,360,SDFP-49,,Arm As Rh Motor Grader,,PT. Cipta Kridatama,Site BMB,ASY,M5153ASY,Install Sleeve at ID Bore Top,,0.5,,,,,1.00009E+12,,,,2,,,,,,,,,
435241,1000091120,350,SDFP-49,,Arm As Rh Motor Grader,,PT. Cipta Kridatama,Site BMB,HB,M5153CLT,Striping ID Bore Bottom,,4,,,,,1.00009E+12,,,,2,,,,,,,,,
435243,1000091120,370,SDFP-49,,Arm As Rh Motor Grader,,PT. Cipta Kridatama,Site BMB,ASY,M5153ASY,Install Sleeve at ID Bore Bottom,,0.5,,,,,1.00009E+12,,,,2,,,,,,,,,
435221,1000091120,100,SDFP-49,,Arm As Rh Motor Grader,,PT. Cipta Kridatama,Site BMB,WM3,M5153WM3,Weld Face Bore Top,,2,,,,,1.00009E+12,,,,2,,,,,,,,,
516227,1000122471,30,SHCG-444,110-8476,Housing Ripper Tilt Cylinder RH,980H,PT. Madhani Talatah Nusantara,Site WEST PIT,WM1,M5153WM1,Welding ID eye,,4,,,,,1.00012E+11,0,,,2,,,,,,,,,
516228,1000122471,40,SHCG-444,110-8476,Housing Ripper Tilt Cylinder RH,980H,PT. Madhani Talatah Nusantara,Site WEST PIT,HB,M5153CLT,Machining ID eye,,4,,,,,1.00012E+11,0,,,2,,,,,,,,,
516229,1000122471,50,SHCG-444,110-8476,Housing Ripper Tilt Cylinder RH,980H,PT. Madhani Talatah Nusantara,Site WEST PIT,HM,M5153HM1,Honing ID housing,,4,,,,,1.00012E+11,0,,,2,,,,,,,,,
516230,1000122471,60,SHCG-444,110-8476,Housing Ripper Tilt Cylinder RH,980H,PT. Madhani Talatah Nusantara,Site WEST PIT,HDR,M5153HDR,Handressing,,2,,,,,1.00012E+11,0,,,2,,,,,,,,,
516231,1000122471,70,SHCG-444,110-8476,Housing Ripper Tilt Cylinder RH,980H,PT. Madhani Talatah Nusantara,Site WEST PIT,QC2,M5153QC2,Final Inspection,,1,,,,,1.00012E+11,0,,,2,,,,,,,,,
516232,1000122470,20,SHCG-444,110-8476,Piston Ripper Tilt Cylinder RH,980H,PT. Madhani Talatah Nusantara,Site WEST PIT,HDR,M5153HDR,Handressing,,1,,,,,1.00012E+11,0,,,3,,,,,,,,,
516233,1000122470,30,SHCG-444,110-8476,Piston Ripper Tilt Cylinder RH,980H,PT. Madhani Talatah Nusantara,Site WEST PIT,QC2,M5153QC2,Post inspect,,1,,,,,1.00012E+11,0,,,3,,,,,,,,,
435222,1000091120,110,SDFP-49,,Arm As Rh Motor Grader,,PT. Cipta Kridatama,Site BMB,WM3,M5153WM3,Weld ID Bore Center,,2,,,,,1.00009E+12,,,,2,,,,,,,,,
435212,1000091120,10,SDFP-49,,Arm As Rh Motor Grader,,PT. Cipta Kridatama,Site BMB,DIS,M5153DIS,Remove plug,,1,,,,,1.00009E+11,,,,2,,,,,,,,,
435219,1000091120,80,SDFP-49,,Arm As Rh Motor Grader,,PT. Cipta Kridatama,Site BMB,HB,M5153CLT,Striping ID Pin Bore,,4,,,,,1.00009E+11,,,,2,,,,,,,,,
435218,1000091120,70,SDFP-49,,Arm As Rh Motor Grader,,PT. Cipta Kridatama,Site BMB,HB,M5153CLT,Striping ID Bore Bottom,,4,,,,,1.00009E+11,,,,2,,,,,,,,,
435217,1000091120,60,SDFP-49,,Arm As Rh Motor Grader,,PT. Cipta Kridatama,Site BMB,HB,M5153CLT,Striping ID Bore Center,,2,,,,,1.00009E+11,,,,2,,,,,,,,,
435216,1000091120,50,SDFP-49,,Arm As Rh Motor Grader,,PT. Cipta Kridatama,Site BMB,HB,M5153CLT,Striping ID Bore Top,,4,,,,,1.00009E+11,,,,2,,,,,,,,,
435215,1000091120,40,SDFP-49,,Arm As Rh Motor Grader,,PT. Cipta Kridatama,Site BMB,WM3,M5153WM3,Weld dent. worn out area,,2,,,,,1.00009E+11,,,,2,,,,,,,,,
435214,1000091120,30,SDFP-49,,Arm As Rh Motor Grader,,PT. Cipta Kridatama,Site BMB,WM3,M5153WM3,Weld Crack Area,,12,,,,,1.00009E+11,,,,2,,,,,,,,,
435213,1000091120,20,SDFP-49,,Arm As Rh Motor Grader,,PT. Cipta Kridatama,Site BMB,WM3,M5153WM3,Remove Crack,,4,,,,,1.00009E+11,,,,2,,,,,,,,,
435223,1000091120,120,SDFP-49,,Arm As Rh Motor Grader,,PT. Cipta Kridatama,Site BMB,WM3,M5153WM3,Weld Face Bore Center,,2,,,,,1.00009E+12,,,,2,,,,,,,,,
435224,1000091120,130,SDFP-49,,Arm As Rh Motor Grader,,PT. Cipta Kridatama,Site BMB,WM3,M5153WM3,Weld ID Bore Bottom,,4,,,,,1.00009E+12,,,,2,,,,,,,,,
435225,1000091120,140,SDFP-49,,Arm As Rh Motor Grader,,PT. Cipta Kridatama,Site BMB,WM3,M5153WM3,Weld Face Bore Bottom,,2,,,,,1.00009E+12,,,,2,,,,,,,,,
435226,1000091120,150,SDFP-49,,Arm As Rh Motor Grader,,PT. Cipta Kridatama,Site BMB,WM3,M5153WM3,Weld ID Pin Bore,,2,,,,,1.00009E+12,,,,2,,,,,,,,,
435227,1000091120,160,SDFP-49,,Arm As Rh Motor Grader,,PT. Cipta Kridatama,Site BMB,WM3,M5153WM3,Weld Face Pin Bore,,2,,,,,1.00009E+12,,,,2,,,,,,,,,
435228,1000091120,170,SDFP-49,,Arm As Rh Motor Grader,,PT. Cipta Kridatama,Site BMB,HB,M5153CLT,Machining Face and ID Bore Top,,8,,,,,1.00009E+12,,,,2,,,,,,,,,
435220,1000091120,90,SDFP-49,,Arm As Rh Motor Grader,,PT. Cipta Kridatama,Site BMB,WM3,M5153WM3,Weld ID Bore Top,,4,,,,,1.00009E+11,,,,2,,,,,,,,,
435229,1000091120,180,SDFP-49,,Arm As Rh Motor Grader,,PT. Cipta Kridatama,Site BMB,HB,M5153CLT,Machining Face and ID Bore Center,,8,,,,,1.00009E+12,,,,2,,,,,,,,,
435230,1000091120,190,SDFP-49,,Arm As Rh Motor Grader,,PT. Cipta Kridatama,Site BMB,HB,M5153CLT,Machining Face and ID Bore Bottom,,8,,,,,1.00009E+12,,,,2,,,,,,,,,
435231,1000091120,200,SDFP-49,,Arm As Rh Motor Grader,,PT. Cipta Kridatama,Site BMB,HB,M5153CLT,Sloting ID Bore Center,,4,,,,,1.00009E+12,,,,2,,,,,,,,,
